dt,portfolio_id,nav
2023-08-25,a000Y000019ZliRQAS,127173.09
2023-08-24,a000Y000019ZliRQAS,126736.93
2023-08-23,a000Y000019ZliRQAS,127478.0
2023-08-22,a000Y000019ZliRQAS,126282.28
2023-08-21,a000Y000019ZliRQAS,125948.29
2023-08-20,a000Y000019ZliRQAS,125605.99
2023-08-19,a000Y000019ZliRQAS,125605.99
2023-08-18,a000Y000019ZliRQAS,125575.39
2023-08-17,a000Y000019ZliRQAS,126051.97
2023-08-16,a000Y000019ZliRQAS,126671.84
2023-08-15,a000Y000019ZliRQAS,127229.5
2023-08-14,a000Y000019ZliRQAS,128076.03
2023-08-13,a000Y000019ZliRQAS,127854.3
2023-08-12,a000Y000019ZliRQAS,127854.3
2023-08-11,a000Y000019ZliRQAS,127619.39
2023-08-10,a000Y000019ZliRQAS,128382.55
2023-08-09,a000Y000019ZliRQAS,128055.3
2023-08-08,a000Y000019ZliRQAS,128085.39
2023-08-07,a000Y000019ZliRQAS,128749.94
2023-08-06,a000Y000019ZliRQAS,128394.68
2023-08-05,a000Y000019ZliRQAS,128394.68
2023-08-04,a000Y000019ZliRQAS,128802.05
2023-08-03,a000Y000019ZliRQAS,128966.73
2023-08-02,a000Y000019ZliRQAS,129163.68
2023-08-01,a000Y000019ZliRQAS,130813.83
2023-07-31,a000Y000019ZliRQAS,131134.56
2023-07-30,a000Y000019ZliRQAS,131007.55
2023-07-29,a000Y000019ZliRQAS,131007.55
2023-07-28,a000Y000019ZliRQAS,131264.46
2023-07-27,a000Y000019ZliRQAS,130018.61
2023-07-26,a000Y000019ZliRQAS,129586.47
2023-07-25,a000Y000019ZliRQAS,129651.03
2023-07-24,a000Y000019ZliRQAS,128628.45
2023-07-23,a000Y000019ZliRQAS,128329.74
2023-07-22,a000Y000019ZliRQAS,128329.74
2023-07-21,a000Y000019ZliRQAS,128303.72
2023-07-20,a000Y000019ZliRQAS,127862.61
2023-07-19,a000Y000019ZliRQAS,128077.42
2023-07-18,a000Y000019ZliRQAS,127638.33
2023-07-17,a000Y000019ZliRQAS,126963.31
2023-07-16,a000Y000019ZliRQAS,126903.11
2023-07-15,a000Y000019ZliRQAS,126903.11
2023-07-14,a000Y000019ZliRQAS,126937.66
2023-07-13,a000Y000019ZliRQAS,127475.99
2023-07-12,a000Y000019ZliRQAS,127759.71
2023-07-11,a000Y000019ZliRQAS,126829.83
2023-07-10,a000Y000019ZliRQAS,126236.84
2023-07-09,a000Y000019ZliRQAS,126192.3
2023-07-08,a000Y000019ZliRQAS,126192.3
2023-07-07,a000Y000019ZliRQAS,126640.76
2023-07-06,a000Y000019ZliRQAS,126911.13
2023-07-05,a000Y000019ZliRQAS,128434.25
2023-07-04,a000Y000019ZliRQAS,128523.92
2023-07-03,a000Y000019ZliRQAS,128516.87
2023-07-02,a000Y000019ZliRQAS,128111.24
2023-07-01,a000Y000019ZliRQAS,128111.24
2023-06-30,a000Y000019ZliRQAS,128368.12
2023-06-29,a000Y000019ZliRQAS,127038.87
2023-06-28,a000Y000019ZliRQAS,126635.37
2023-06-27,a000Y000019ZliRQAS,126397.07
2023-06-26,a000Y000019ZliRQAS,125861.87
2023-06-25,a000Y000019ZliRQAS,126189.45
2023-06-24,a000Y000019ZliRQAS,126189.45
2023-06-23,a000Y000019ZliRQAS,125787.6
2023-06-22,a000Y000019ZliRQAS,126477.68
2023-06-21,a000Y000019ZliRQAS,126892.94
2023-06-20,a000Y000019ZliRQAS,127438.61
2023-06-19,a000Y000019ZliRQAS,128039.12
2023-06-18,a000Y000019ZliRQAS,128519.49
2023-06-17,a000Y000019ZliRQAS,128519.49
2023-06-16,a000Y000019ZliRQAS,128431.12
2023-06-15,a000Y000019ZliRQAS,129007.65
2023-06-14,a000Y000019ZliRQAS,128746.84
2023-06-13,a000Y000019ZliRQAS,128773.54
2023-06-12,a000Y000019ZliRQAS,127874.15
2023-06-11,a000Y000019ZliRQAS,127231.02
2023-06-10,a000Y000019ZliRQAS,127231.02
2023-06-09,a000Y000019ZliRQAS,127011.4
2023-06-08,a000Y000019ZliRQAS,127048.69
2023-06-07,a000Y000019ZliRQAS,127012.38
2023-06-06,a000Y000019ZliRQAS,127209.51
2023-06-05,a000Y000019ZliRQAS,126845.66
2023-06-04,a000Y000019ZliRQAS,126878.04
2023-06-03,a000Y000019ZliRQAS,126878.04
2023-06-02,a000Y000019ZliRQAS,126556.95
2023-06-01,a000Y000019ZliRQAS,125007.55
2023-05-31,a000Y000019ZliRQAS,123803.77
2023-05-30,a000Y000019ZliRQAS,124816.4
2023-05-29,a000Y000019ZliRQAS,125053.29
2023-05-28,a000Y000019ZliRQAS,125010.82
2023-05-27,a000Y000019ZliRQAS,125010.82
2023-05-26,a000Y000019ZliRQAS,125030.07
2023-05-25,a000Y000019ZliRQAS,123530.92
2023-05-24,a000Y000019ZliRQAS,123065.05
2023-05-23,a000Y000019ZliRQAS,124050.29
2023-05-22,a000Y000019ZliRQAS,124970.05
2023-05-21,a000Y000019ZliRQAS,124653.07
2023-05-20,a000Y000019ZliRQAS,124653.07
2023-05-19,a000Y000019ZliRQAS,124833.93
2023-05-18,a000Y000019ZliRQAS,124486.48
2023-05-17,a000Y000019ZliRQAS,123310.41
2023-05-16,a000Y000019ZliRQAS,122633.32
2023-05-15,a000Y000019ZliRQAS,123075.82
2023-05-14,a000Y000019ZliRQAS,122731.97
2023-05-13,a000Y000019ZliRQAS,122731.97
2023-05-12,a000Y000019ZliRQAS,122371.72
2023-05-11,a000Y000019ZliRQAS,121948.01
2023-05-10,a000Y000019ZliRQAS,121965.28
2023-05-09,a000Y000019ZliRQAS,121653.62
2023-05-08,a000Y000019ZliRQAS,121549.31
2023-05-07,a000Y000019ZliRQAS,121418.4
2023-05-06,a000Y000019ZliRQAS,121418.4
2023-05-05,a000Y000019ZliRQAS,121435.25
2023-05-04,a000Y000019ZliRQAS,119679.25
2023-05-03,a000Y000019ZliRQAS,120495.77
2023-05-02,a000Y000019ZliRQAS,120788.82
2023-05-01,a000Y000019ZliRQAS,121618.87
2023-04-30,a000Y000019ZliRQAS,121626.93
2023-04-29,a000Y000019ZliRQAS,121626.93
2023-04-28,a000Y000019ZliRQAS,121559.82
2023-04-27,a000Y000019ZliRQAS,120771.05
2023-04-26,a000Y000019ZliRQAS,119996.12
2023-04-25,a000Y000019ZliRQAS,120254.28
2023-04-24,a000Y000019ZliRQAS,121497.54
2023-04-23,a000Y000019ZliRQAS,121596.6
2023-04-22,a000Y000019ZliRQAS,121596.6
2023-04-21,a000Y000019ZliRQAS,121713.22
2023-04-20,a000Y000019ZliRQAS,121875.57
2023-04-19,a000Y000019ZliRQAS,122097.62
2023-04-18,a000Y000019ZliRQAS,122568.02
2023-04-17,a000Y000019ZliRQAS,121973.11
2023-04-16,a000Y000019ZliRQAS,121601.39
2023-04-15,a000Y000019ZliRQAS,121601.39
2023-04-14,a000Y000019ZliRQAS,121361.88
2023-04-13,a000Y000019ZliRQAS,121416.6
2023-04-12,a000Y000019ZliRQAS,121107.52
2023-04-11,a000Y000019ZliRQAS,121710.85
2023-04-10,a000Y000019ZliRQAS,120918.02
2023-04-09,a000Y000019ZliRQAS,120931.82
2023-04-08,a000Y000019ZliRQAS,120931.82
2023-04-07,a000Y000019ZliRQAS,120820.24
2023-04-06,a000Y000019ZliRQAS,120944.02
2023-04-05,a000Y000019ZliRQAS,120785.33
2023-04-04,a000Y000019ZliRQAS,121252.78
2023-04-03,a000Y000019ZliRQAS,122062.8
2023-04-02,a000Y000019ZliRQAS,121935.69
2023-04-01,a000Y000019ZliRQAS,121935.69
2023-03-31,a000Y000019ZliRQAS,121608.32
2023-03-30,a000Y000019ZliRQAS,120695.38
2023-03-29,a000Y000019ZliRQAS,120098.74
2023-03-28,a000Y000019ZliRQAS,119018.44
2023-03-27,a000Y000019ZliRQAS,119294.54
2023-03-26,a000Y000019ZliRQAS,118977.8
2023-03-25,a000Y000019ZliRQAS,118977.8
2023-03-24,a000Y000019ZliRQAS,118607.02
2023-03-23,a000Y000019ZliRQAS,118564.13
2023-03-22,a000Y000019ZliRQAS,118894.17
2023-03-21,a000Y000019ZliRQAS,119638.97
2023-03-20,a000Y000019ZliRQAS,118766.85
2023-03-19,a000Y000019ZliRQAS,118449.01
2023-03-18,a000Y000019ZliRQAS,118449.01
2023-03-17,a000Y000019ZliRQAS,118760.51
2023-03-16,a000Y000019ZliRQAS,119604.71
2023-03-15,a000Y000019ZliRQAS,117583.71
2023-03-14,a000Y000019ZliRQAS,118571.5
2023-03-13,a000Y000019ZliRQAS,118046.42
2023-03-12,a000Y000019ZliRQAS,119110.07
2023-03-11,a000Y000019ZliRQAS,119110.07
2023-03-10,a000Y000019ZliRQAS,119420.08
2023-03-09,a000Y000019ZliRQAS,121464.73
2023-03-08,a000Y000019ZliRQAS,122336.76
2023-03-07,a000Y000019ZliRQAS,121874.12
2023-03-06,a000Y000019ZliRQAS,123178.31
2023-03-05,a000Y000019ZliRQAS,122867.83
2023-03-04,a000Y000019ZliRQAS,122867.83
2023-03-03,a000Y000019ZliRQAS,123035.84
2023-03-02,a000Y000019ZliRQAS,121165.83
2023-03-01,a000Y000019ZliRQAS,121249.66
2023-02-28,a000Y000019ZliRQAS,121273.53
2023-02-27,a000Y000019ZliRQAS,121976.48
2023-02-26,a000Y000019ZliRQAS,121528.22
2023-02-25,a000Y000019ZliRQAS,121528.22
2023-02-24,a000Y000019ZliRQAS,121272.36
2023-02-23,a000Y000019ZliRQAS,122342.88
2023-02-22,a000Y000019ZliRQAS,121748.69
2023-02-21,a000Y000019ZliRQAS,121809.79
2023-02-20,a000Y000019ZliRQAS,123171.4
2023-02-19,a000Y000019ZliRQAS,123036.57
2023-02-18,a000Y000019ZliRQAS,123036.57
2023-02-17,a000Y000019ZliRQAS,123167.46
2023-02-16,a000Y000019ZliRQAS,123747.54
2023-02-15,a000Y000019ZliRQAS,123994.15
2023-02-14,a000Y000019ZliRQAS,123759.82
2023-02-13,a000Y000019ZliRQAS,124086.13
2023-02-12,a000Y000019ZliRQAS,123353.31
2023-02-11,a000Y000019ZliRQAS,123353.31
2023-02-10,a000Y000019ZliRQAS,123025.41
2023-02-09,a000Y000019ZliRQAS,123840.54
2023-02-08,a000Y000019ZliRQAS,123978.13
2023-02-07,a000Y000019ZliRQAS,124379.83
2023-02-06,a000Y000019ZliRQAS,123395.98
2023-02-05,a000Y000019ZliRQAS,124355.95
2023-02-04,a000Y000019ZliRQAS,124355.95
2023-02-03,a000Y000019ZliRQAS,123754.83
2023-02-02,a000Y000019ZliRQAS,123649.04
2023-02-01,a000Y000019ZliRQAS,122587.46
2023-01-31,a000Y000019ZliRQAS,122207.42
2023-01-30,a000Y000019ZliRQAS,121728.15
2023-01-29,a000Y000019ZliRQAS,122556.56
2023-01-28,a000Y000019ZliRQAS,122556.56
2023-01-27,a000Y000019ZliRQAS,122437.49
2023-01-26,a000Y000019ZliRQAS,121871.13
2023-01-25,a000Y000019ZliRQAS,120882.94
2023-01-24,a000Y000019ZliRQAS,121210.61
2023-01-23,a000Y000019ZliRQAS,121331.58
2023-01-22,a000Y000019ZliRQAS,120285.67
2023-01-21,a000Y000019ZliRQAS,120285.67
2023-01-20,a000Y000019ZliRQAS,120439.13
2023-01-19,a000Y000019ZliRQAS,119544.64
2023-01-18,a000Y000019ZliRQAS,120604.71
2023-01-17,a000Y000019ZliRQAS,121109.78
2023-01-16,a000Y000019ZliRQAS,120954.27
2023-01-15,a000Y000019ZliRQAS,120723.19
2023-01-14,a000Y000019ZliRQAS,120723.19
2023-01-13,a000Y000019ZliRQAS,120617.11
2023-01-12,a000Y000019ZliRQAS,120529.88
2023-01-11,a000Y000019ZliRQAS,120202.58
2023-01-10,a000Y000019ZliRQAS,119367.95
2023-01-09,a000Y000019ZliRQAS,119930.0
2023-01-08,a000Y000019ZliRQAS,119279.59
2023-01-07,a000Y000019ZliRQAS,119279.59
2023-01-06,a000Y000019ZliRQAS,119914.33
2023-01-05,a000Y000019ZliRQAS,118156.86
2023-01-04,a000Y000019ZliRQAS,118913.31
2023-01-03,a000Y000019ZliRQAS,117418.95
2023-01-02,a000Y000019ZliRQAS,117478.61
2023-01-01,a000Y000019ZliRQAS,116555.79
2022-12-31,a000Y000019ZliRQAS,116555.79
2022-12-30,a000Y000019ZliRQAS,116722.03
2022-12-29,a000Y000019ZliRQAS,117395.55
2022-12-28,a000Y000019ZliRQAS,116375.82
2022-12-27,a000Y000019ZliRQAS,116945.97
2022-12-26,a000Y000019ZliRQAS,117058.05
2022-12-25,a000Y000019ZliRQAS,117062.07
2022-12-24,a000Y000019ZliRQAS,117062.07
2022-12-23,a000Y000019ZliRQAS,117161.28
2022-12-22,a000Y000019ZliRQAS,117154.92
2022-12-21,a000Y000019ZliRQAS,118080.5
2022-12-20,a000Y000019ZliRQAS,116765.93
2022-12-19,a000Y000019ZliRQAS,117003.27
2022-12-18,a000Y000019ZliRQAS,117517.55
2022-12-17,a000Y000019ZliRQAS,117517.55
2022-12-16,a000Y000019ZliRQAS,117324.8
2022-12-15,a000Y000019ZliRQAS,118094.67
2022-12-14,a000Y000019ZliRQAS,121266.34
2022-12-13,a000Y000019ZliRQAS,121875.27
2022-12-12,a000Y000019ZliRQAS,120854.05
2022-12-11,a000Y000019ZliRQAS,120825.62
2022-12-10,a000Y000019ZliRQAS,120825.62
2022-12-09,a000Y000019ZliRQAS,120691.58
2022-12-08,a000Y000019ZliRQAS,120716.74
2022-12-07,a000Y000019ZliRQAS,120401.28
2022-12-06,a000Y000019ZliRQAS,120898.37
2022-12-05,a000Y000019ZliRQAS,122000.81
2022-12-04,a000Y000019ZliRQAS,122719.02
2022-12-03,a000Y000019ZliRQAS,122719.02
2022-12-02,a000Y000019ZliRQAS,122786.29
2022-12-01,a000Y000019ZliRQAS,123775.88
2022-11-30,a000Y000019ZliRQAS,125637.57
2022-11-29,a000Y000019ZliRQAS,123025.6
2022-11-28,a000Y000019ZliRQAS,122407.06
2022-11-27,a000Y000019ZliRQAS,123721.63
2022-11-26,a000Y000019ZliRQAS,123721.63
2022-11-25,a000Y000019ZliRQAS,123621.49
2022-11-24,a000Y000019ZliRQAS,123806.39
2022-11-23,a000Y000019ZliRQAS,124186.95
2022-11-22,a000Y000019ZliRQAS,124057.49
2022-11-21,a000Y000019ZliRQAS,122110.1
2022-11-20,a000Y000019ZliRQAS,122634.38
2022-11-19,a000Y000019ZliRQAS,122634.38
2022-11-18,a000Y000019ZliRQAS,122338.41
2022-11-17,a000Y000019ZliRQAS,121492.79
2022-11-16,a000Y000019ZliRQAS,122460.81
2022-11-15,a000Y000019ZliRQAS,123647.05
2022-11-14,a000Y000019ZliRQAS,122269.17
2022-11-13,a000Y000019ZliRQAS,122848.55
2022-11-12,a000Y000019ZliRQAS,122848.55
2022-11-11,a000Y000019ZliRQAS,124078.6
2022-11-10,a000Y000019ZliRQAS,124244.78
2022-11-09,a000Y000019ZliRQAS,119255.05
2022-11-08,a000Y000019ZliRQAS,121246.63
2022-11-07,a000Y000019ZliRQAS,120978.92
2022-11-06,a000Y000019ZliRQAS,120064.43
2022-11-05,a000Y000019ZliRQAS,120064.43
2022-11-04,a000Y000019ZliRQAS,121852.73
2022-11-03,a000Y000019ZliRQAS,119696.17
2022-11-02,a000Y000019ZliRQAS,120463.3
2022-11-01,a000Y000019ZliRQAS,121877.58
2022-10-31,a000Y000019ZliRQAS,121031.32
2022-10-30,a000Y000019ZliRQAS,121247.72
2022-10-29,a000Y000019ZliRQAS,121247.72
2022-10-28,a000Y000019ZliRQAS,121262.01
2022-10-27,a000Y000019ZliRQAS,119007.68
2022-10-26,a000Y000019ZliRQAS,120353.42
2022-10-25,a000Y000019ZliRQAS,121090.6
2022-10-24,a000Y000019ZliRQAS,119691.39
2022-10-23,a000Y000019ZliRQAS,118909.4
2022-10-22,a000Y000019ZliRQAS,118909.4
2022-10-21,a000Y000019ZliRQAS,119557.58
2022-10-20,a000Y000019ZliRQAS,118395.68
2022-10-19,a000Y000019ZliRQAS,118236.91
2022-10-18,a000Y000019ZliRQAS,119172.04
2022-10-17,a000Y000019ZliRQAS,119138.83
2022-10-16,a000Y000019ZliRQAS,117247.36
2022-10-15,a000Y000019ZliRQAS,117247.36
2022-10-14,a000Y000019ZliRQAS,116807.47
2022-10-13,a000Y000019ZliRQAS,118461.26
2022-10-12,a000Y000019ZliRQAS,117046.34
2022-10-11,a000Y000019ZliRQAS,117479.75
2022-10-10,a000Y000019ZliRQAS,118200.47
2022-10-09,a000Y000019ZliRQAS,119166.56
2022-10-08,a000Y000019ZliRQAS,119166.56
2022-10-07,a000Y000019ZliRQAS,118752.15
2022-10-06,a000Y000019ZliRQAS,120478.8
2022-10-05,a000Y000019ZliRQAS,120283.4
2022-10-04,a000Y000019ZliRQAS,121597.62
2022-10-03,a000Y000019ZliRQAS,116827.69
2022-10-02,a000Y000019ZliRQAS,116466.93
2022-10-01,a000Y000019ZliRQAS,116466.93
2022-09-30,a000Y000019ZliRQAS,116371.22
2022-09-29,a000Y000019ZliRQAS,117991.92
2022-09-28,a000Y000019ZliRQAS,120899.59
2022-09-27,a000Y000019ZliRQAS,119655.8
2022-09-26,a000Y000019ZliRQAS,119024.9
2022-09-25,a000Y000019ZliRQAS,120301.88
2022-09-24,a000Y000019ZliRQAS,120301.88
2022-09-23,a000Y000019ZliRQAS,119035.62
2022-09-22,a000Y000019ZliRQAS,121102.22
2022-09-21,a000Y000019ZliRQAS,121060.3
2022-09-20,a000Y000019ZliRQAS,121827.13
2022-09-19,a000Y000019ZliRQAS,122795.51
2022-09-18,a000Y000019ZliRQAS,122437.13
2022-09-17,a000Y000019ZliRQAS,122437.13
2022-09-16,a000Y000019ZliRQAS,122585.16
2022-09-15,a000Y000019ZliRQAS,124060.38
2022-09-14,a000Y000019ZliRQAS,125087.14
2022-09-13,a000Y000019ZliRQAS,124122.47
2022-09-12,a000Y000019ZliRQAS,128344.99
2022-09-11,a000Y000019ZliRQAS,126943.98
2022-09-10,a000Y000019ZliRQAS,126943.98
2022-09-09,a000Y000019ZliRQAS,127340.41
2022-09-08,a000Y000019ZliRQAS,125350.54
2022-09-07,a000Y000019ZliRQAS,125242.26
2022-09-06,a000Y000019ZliRQAS,124264.46
2022-09-05,a000Y000019ZliRQAS,124530.66
2022-09-04,a000Y000019ZliRQAS,124836.19
2022-09-03,a000Y000019ZliRQAS,124836.19
2022-09-02,a000Y000019ZliRQAS,124894.71
2022-09-01,a000Y000019ZliRQAS,124281.48
2022-08-31,a000Y000019ZliRQAS,125394.91
2022-08-30,a000Y000019ZliRQAS,126438.92
2022-08-29,a000Y000019ZliRQAS,127783.16
2022-08-28,a000Y000019ZliRQAS,129141.72
2022-08-27,a000Y000019ZliRQAS,129141.72
2022-08-26,a000Y000019ZliRQAS,129048.89
2022-08-25,a000Y000019ZliRQAS,131843.32
2022-08-24,a000Y000019ZliRQAS,130331.35
2022-08-23,a000Y000019ZliRQAS,130454.29
2022-08-22,a000Y000019ZliRQAS,130021.55
2022-08-21,a000Y000019ZliRQAS,131892.28
2022-08-20,a000Y000019ZliRQAS,131892.28
2022-08-19,a000Y000019ZliRQAS,131394.19
2022-08-18,a000Y000019ZliRQAS,131869.47
2022-08-17,a000Y000019ZliRQAS,131847.59
2022-08-16,a000Y000019ZliRQAS,132641.97
2022-08-15,a000Y000019ZliRQAS,131499.38
2022-08-14,a000Y000019ZliRQAS,131056.11
2022-08-13,a000Y000019ZliRQAS,131056.11
2022-08-12,a000Y000019ZliRQAS,130518.86
2022-08-11,a000Y000019ZliRQAS,129243.64
2022-08-10,a000Y000019ZliRQAS,129665.35
2022-08-09,a000Y000019ZliRQAS,127972.23
2022-08-08,a000Y000019ZliRQAS,128840.62
2022-08-07,a000Y000019ZliRQAS,128616.85
2022-08-06,a000Y000019ZliRQAS,128616.85
2022-08-05,a000Y000019ZliRQAS,128074.7
2022-08-04,a000Y000019ZliRQAS,129025.89
2022-08-03,a000Y000019ZliRQAS,128605.73
2022-08-02,a000Y000019ZliRQAS,126702.55
2022-08-01,a000Y000019ZliRQAS,127867.47
2022-07-31,a000Y000019ZliRQAS,127913.36
2022-07-30,a000Y000019ZliRQAS,127913.36
2022-07-29,a000Y000019ZliRQAS,128106.96
2022-07-28,a000Y000019ZliRQAS,126743.3
2022-07-27,a000Y000019ZliRQAS,126086.14
2022-07-26,a000Y000019ZliRQAS,123246.79
2022-07-25,a000Y000019ZliRQAS,124037.88
2022-07-24,a000Y000019ZliRQAS,124101.74
2022-07-23,a000Y000019ZliRQAS,124101.74
2022-07-22,a000Y000019ZliRQAS,124050.3
2022-07-21,a000Y000019ZliRQAS,124831.28
2022-07-20,a000Y000019ZliRQAS,123395.15
2022-07-19,a000Y000019ZliRQAS,123272.12
2022-07-18,a000Y000019ZliRQAS,121622.12
2022-07-17,a000Y000019ZliRQAS,121652.79
2022-07-16,a000Y000019ZliRQAS,121652.79
2022-07-15,a000Y000019ZliRQAS,122256.17
2022-07-14,a000Y000019ZliRQAS,120463.61
2022-07-13,a000Y000019ZliRQAS,121386.8
2022-07-12,a000Y000019ZliRQAS,121978.06
2022-07-11,a000Y000019ZliRQAS,121413.52
2022-07-10,a000Y000019ZliRQAS,122613.44
2022-07-09,a000Y000019ZliRQAS,122613.44
2022-07-08,a000Y000019ZliRQAS,122815.51
2022-07-07,a000Y000019ZliRQAS,122389.78
2022-07-06,a000Y000019ZliRQAS,119760.61
2022-07-05,a000Y000019ZliRQAS,118027.6
2022-07-04,a000Y000019ZliRQAS,118335.07
2022-07-03,a000Y000019ZliRQAS,117980.64
2022-07-02,a000Y000019ZliRQAS,117980.64
2022-07-01,a000Y000019ZliRQAS,117547.07
2022-06-30,a000Y000019ZliRQAS,117474.9
2022-06-29,a000Y000019ZliRQAS,117961.2
2022-06-28,a000Y000019ZliRQAS,118010.28
2022-06-27,a000Y000019ZliRQAS,119349.97
2022-06-26,a000Y000019ZliRQAS,118916.81
2022-06-25,a000Y000019ZliRQAS,118916.81
2022-06-24,a000Y000019ZliRQAS,119145.01
2022-06-23,a000Y000019ZliRQAS,115870.45
2022-06-22,a000Y000019ZliRQAS,115728.14
2022-06-21,a000Y000019ZliRQAS,116354.59
2022-06-20,a000Y000019ZliRQAS,114616.94
2022-06-19,a000Y000019ZliRQAS,114351.31
2022-06-18,a000Y000019ZliRQAS,114351.31
2022-06-17,a000Y000019ZliRQAS,113989.21
2022-06-16,a000Y000019ZliRQAS,117350.45
2022-06-15,a000Y000019ZliRQAS,118282.83
2022-06-14,a000Y000019ZliRQAS,117279.82
2022-06-13,a000Y000019ZliRQAS,117210.49
2022-06-12,a000Y000019ZliRQAS,120943.93
2022-06-11,a000Y000019ZliRQAS,120943.93
2022-06-10,a000Y000019ZliRQAS,120156.72
2022-06-09,a000Y000019ZliRQAS,122384.22
2022-06-08,a000Y000019ZliRQAS,125345.26
2022-06-07,a000Y000019ZliRQAS,125172.39
2022-06-06,a000Y000019ZliRQAS,124352.74
2022-06-05,a000Y000019ZliRQAS,124204.68
2022-06-04,a000Y000019ZliRQAS,124204.68
2022-06-03,a000Y000019ZliRQAS,123989.15
2022-06-02,a000Y000019ZliRQAS,125725.94
2022-06-01,a000Y000019ZliRQAS,123992.07
2022-05-31,a000Y000019ZliRQAS,124256.0
2022-05-30,a000Y000019ZliRQAS,125161.76
2022-05-29,a000Y000019ZliRQAS,124531.36
2022-05-28,a000Y000019ZliRQAS,124531.36
2022-05-27,a000Y000019ZliRQAS,124549.63
2022-05-26,a000Y000019ZliRQAS,121123.52
2022-05-25,a000Y000019ZliRQAS,120467.87
2022-05-24,a000Y000019ZliRQAS,120208.82
2022-05-23,a000Y000019ZliRQAS,122433.73
2022-05-22,a000Y000019ZliRQAS,120920.71
2022-05-21,a000Y000019ZliRQAS,120920.71
2022-05-20,a000Y000019ZliRQAS,120713.18
2022-05-19,a000Y000019ZliRQAS,121162.59
2022-05-18,a000Y000019ZliRQAS,121549.97
2022-05-17,a000Y000019ZliRQAS,125294.06
2022-05-16,a000Y000019ZliRQAS,123501.75
2022-05-15,a000Y000019ZliRQAS,123648.58
2022-05-14,a000Y000019ZliRQAS,123648.58
2022-05-13,a000Y000019ZliRQAS,123890.57
2022-05-12,a000Y000019ZliRQAS,120155.21
2022-05-11,a000Y000019ZliRQAS,120423.83
2022-05-10,a000Y000019ZliRQAS,120980.21
2022-05-09,a000Y000019ZliRQAS,121451.36
2022-05-08,a000Y000019ZliRQAS,124492.13
2022-05-07,a000Y000019ZliRQAS,124492.13
2022-05-06,a000Y000019ZliRQAS,124600.98
2022-05-05,a000Y000019ZliRQAS,125464.39
2022-05-04,a000Y000019ZliRQAS,129016.27
2022-05-03,a000Y000019ZliRQAS,127541.66
2022-05-02,a000Y000019ZliRQAS,126610.77
2022-05-01,a000Y000019ZliRQAS,126912.85
2022-04-30,a000Y000019ZliRQAS,126912.85
2022-04-29,a000Y000019ZliRQAS,127328.22
2022-04-28,a000Y000019ZliRQAS,128652.08
2022-04-27,a000Y000019ZliRQAS,125966.46
2022-04-26,a000Y000019ZliRQAS,125201.62
2022-04-25,a000Y000019ZliRQAS,126510.74
2022-04-24,a000Y000019ZliRQAS,127065.0
2022-04-23,a000Y000019ZliRQAS,127065.0
2022-04-22,a000Y000019ZliRQAS,126749.31
2022-04-21,a000Y000019ZliRQAS,129477.62
2022-04-20,a000Y000019ZliRQAS,131209.23
2022-04-19,a000Y000019ZliRQAS,130789.37
2022-04-18,a000Y000019ZliRQAS,130071.1
2022-04-17,a000Y000019ZliRQAS,130238.58
2022-04-16,a000Y000019ZliRQAS,130238.58
2022-04-15,a000Y000019ZliRQAS,130062.43
2022-04-14,a000Y000019ZliRQAS,129594.32
2022-04-13,a000Y000019ZliRQAS,130817.71
2022-04-12,a000Y000019ZliRQAS,129464.18
2022-04-11,a000Y000019ZliRQAS,129936.51
2022-04-10,a000Y000019ZliRQAS,131562.37
2022-04-09,a000Y000019ZliRQAS,131562.37
2022-04-08,a000Y000019ZliRQAS,131853.31
2022-04-07,a000Y000019ZliRQAS,131196.12
2022-04-06,a000Y000019ZliRQAS,131394.95
2022-04-05,a000Y000019ZliRQAS,132562.28
2022-04-04,a000Y000019ZliRQAS,132784.92
2022-04-03,a000Y000019ZliRQAS,131583.41
2022-04-02,a000Y000019ZliRQAS,131583.41
2022-04-01,a000Y000019ZliRQAS,131490.27
2022-03-31,a000Y000019ZliRQAS,130406.43
2022-03-30,a000Y000019ZliRQAS,132468.29
2022-03-29,a000Y000019ZliRQAS,133800.07
2022-03-28,a000Y000019ZliRQAS,132116.0
2022-03-27,a000Y000019ZliRQAS,131744.24
2022-03-26,a000Y000019ZliRQAS,131744.24
2022-03-25,a000Y000019ZliRQAS,131612.67
2022-03-24,a000Y000019ZliRQAS,131311.82
2022-03-23,a000Y000019ZliRQAS,130336.37
2022-03-22,a000Y000019ZliRQAS,131167.5
2022-03-21,a000Y000019ZliRQAS,129608.45
2022-03-20,a000Y000019ZliRQAS,129691.75
2022-03-19,a000Y000019ZliRQAS,129691.75
2022-03-18,a000Y000019ZliRQAS,129432.38
2022-03-17,a000Y000019ZliRQAS,128402.86
2022-03-16,a000Y000019ZliRQAS,126660.12
2022-03-15,a000Y000019ZliRQAS,124004.38
2022-03-14,a000Y000019ZliRQAS,123279.71
2022-03-13,a000Y000019ZliRQAS,124085.93
2022-03-12,a000Y000019ZliRQAS,124085.93
2022-03-11,a000Y000019ZliRQAS,123524.99
2022-03-10,a000Y000019ZliRQAS,123893.61
2022-03-09,a000Y000019ZliRQAS,125170.53
2022-03-08,a000Y000019ZliRQAS,123106.11
2022-03-07,a000Y000019ZliRQAS,123772.97
